corpus_id,figure_id,pdf_page,caption,chart_family,extraction_priority,candidate_manifest,preliminary_crop_dir,crop_review_status,calibration_status,notes
tfl6-mp11-full-figures,Figure 2,82,Base Case Harvest Level,line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 3,83,Base Case THLB Growing Stock By 1-120 Years Old And 120+ Years Old Categories,multi_series_line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 6,86,"Base Case Age Class Distribution of Productive Forest Area (187,425 ha)",bar_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 14,95,Base Case Cedar Inventory in Productive Forests,multi_series_line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 15,97,Base Case Old Cedar Inventory in Productive Forests,multi_series_line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 16,98,Projection of Old Seral Forest Proportions for Holberg LU,multi_series_line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 17,99,Projection of Old Seral Forest Proportions for Keogh LU,multi_series_line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 18,99,Projection of Old Seral Forest Proportions for Mahatta LU,multi_series_line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 19,100,Projection of Old Seral Forest Proportions for Neroutsos LU,multi_series_line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 20,101,Timber Supply Impacts since MP #10 to Base Case,waterfall_or_bar_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 21,103,Harvest Levels Maintaining Current AAC,line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 22,104,Harvest Levels Maximizing Short-Term Harvest,line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 23,107,Harvest Levels with Increased Natural Stand Yields,line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 24,109,Harvest Levels with Decreased Natural Stand Yields,line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 25,110,Harvest Levels with Increased Managed Stand Yields,line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 26,112,Harvest Levels with Decreased Managed Stand Yields,line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 29,117,Harvest Levels with Adjusted ITI Stand Yields,line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 30,120,Harvest Levels with ITI adjusted volumes and LiDAR-derived Height and Site Index,line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 31,122,"Harvest Levels with ITI adjusted volumes, LiDAR-derived Height and Site Index, and reduced OAF1",line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 32,123,Comparison of Harvest Scenarios: Base Case vs. Two Flows on ITI-Adjusted Volume with Reduced OAF1 Scenario,line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 33,124,Harvest Levels with No Genetic Gain,line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 34,126,Harvest Levels with Full NSOG Order Targets,line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 35,129,Harvest Levels with MHA Increased by 10 Years,line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 36,131,Harvest Levels with MHA Decreased by 10 Years,line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 37,132,Harvest Levels with Helicopter Operable Land Base Excluded,line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 38,133,Harvest Levels with 10% THLB Increases,line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 39,136,Harvest Levels with 10% THLB Decreases,line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 40,143,AAC Recommendation THLB Growing Stock By 1-120 Years Old Categories,multi_series_line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 45,148,"AAC Recommendation Age Class Distribution of Productive Forest Area (187,425 ha)",bar_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 51,154,AAC Recommendation Cedar Inventory in Productive Forest,multi_series_line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 52,155,AAC Recommendation Old Cedar Inventory in Productive Forest,multi_series_line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 53,156,AAC Recommendation Projection of Old Seral Forest Proportions for Holberg LU .,multi_series_line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 54,156,AAC Recommendation Projection of Old Seral Forest Proportions for Keogh LU,multi_series_line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 55,157,AAC Recommendation Projection of Old Seral Forest Proportions for Mahatta LU,multi_series_line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 56,157,AAC Recommendation Projection of Old Seral Forest Proportions for Neroutsos LU,multi_series_line_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
tfl6-mp11-full-figures,Figure 57,158,Updated Timber Supply Impacts Since MP #10,waterfall_or_bar_chart,high,runtime/document_ingestion/tfl6-mp11-full-figures/figure_candidates_priority_high.jsonl,runtime/document_ingestion/tfl6-mp11-full-figures/crops/priority_high_preliminary,needs_manual_crop_review,not_started,preliminary full-content crop generated under ignored runtime; exact plot-area crop and calibration remain P7.3 follow-up
